emoji,name,shortname
🚵🏾,person_mountain_biking:medium-dark_skin_tone,:person_mountain_biking:medium-dark_skin_tone:
🚵🏿,person_mountain_biking:dark_skin_tone,:person_mountain_biking:dark_skin_tone:
🚵‍♂️,man_mountain_biking,:man_mountain_biking:
🚵‍♂,man_mountain_biking,:man_mountain_biking:
🚵🏻‍♂️,man_mountain_biking:light_skin_tone,:man_mountain_biking:light_skin_tone:
🚵🏻‍♂,man_mountain_biking:light_skin_tone,:man_mountain_biking:light_skin_tone:
🚵🏼‍♂️,man_mountain_biking:medium-light_skin_tone,:man_mountain_biking:medium-light_skin_tone:
🚵🏼‍♂,man_mountain_biking:medium-light_skin_tone,:man_mountain_biking:medium-light_skin_tone:
🚵🏽‍♂️,man_mountain_biking:medium_skin_tone,:man_mountain_biking:medium_skin_tone:
🚵🏽‍♂,man_mountain_biking:medium_skin_tone,:man_mountain_biking:medium_skin_tone:
🚵🏾‍♂️,man_mountain_biking:medium-dark_skin_tone,:man_mountain_biking:medium-dark_skin_tone:
🚵🏾‍♂,man_mountain_biking:medium-dark_skin_tone,:man_mountain_biking:medium-dark_skin_tone:
🚵🏿‍♂️,man_mountain_biking:dark_skin_tone,:man_mountain_biking:dark_skin_tone:
🚵🏿‍♂,man_mountain_biking:dark_skin_tone,:man_mountain_biking:dark_skin_tone:
🚵‍♀️,woman_mountain_biking,:woman_mountain_biking:
🚵‍♀,woman_mountain_biking,:woman_mountain_biking:
🚵🏻‍♀️,woman_mountain_biking:light_skin_tone,:woman_mountain_biking:light_skin_tone:
🚵🏻‍♀,woman_mountain_biking:light_skin_tone,:woman_mountain_biking:light_skin_tone:
🚵🏼‍♀️,woman_mountain_biking:medium-light_skin_tone,:woman_mountain_biking:medium-light_skin_tone:
🚵🏼‍♀,woman_mountain_biking:medium-light_skin_tone,:woman_mountain_biking:medium-light_skin_tone:
🚵🏽‍♀️,woman_mountain_biking:medium_skin_tone,:woman_mountain_biking:medium_skin_tone:
🚵🏽‍♀,woman_mountain_biking:medium_skin_tone,:woman_mountain_biking:medium_skin_tone:
🚵🏾‍♀️,woman_mountain_biking:medium-dark_skin_tone,:woman_mountain_biking:medium-dark_skin_tone:
🚵🏾‍♀,woman_mountain_biking:medium-dark_skin_tone,:woman_mountain_biking:medium-dark_skin_tone:
🚵🏿‍♀️,woman_mountain_biking:dark_skin_tone,:woman_mountain_biking:dark_skin_tone:
🚵🏿‍♀,woman_mountain_biking:dark_skin_tone,:woman_mountain_biking:dark_skin_tone:
🏎️,racing_car,:racing_car:
🏎,racing_car,:racing_car:
🏍️,motorcycle,:motorcycle:
🏍,motorcycle,:motorcycle:
🤸,person_cartwheeling,:person_cartwheeling:
🤸🏻,person_cartwheeling:light_skin_tone,:person_cartwheeling:light_skin_tone:
🤸🏼,person_cartwheeling:medium-light_skin_tone,:person_cartwheeling:medium-light_skin_tone:
🤸🏽,person_cartwheeling:medium_skin_tone,:person_cartwheeling:medium_skin_tone:
🤸🏾,person_cartwheeling:medium-dark_skin_tone,:person_cartwheeling:medium-dark_skin_tone:
🤸🏿,person_cartwheeling:dark_skin_tone,:person_cartwheeling:dark_skin_tone:
🤸‍♂️,man_cartwheeling,:man_cartwheeling:
🤸‍♂,man_cartwheeling,:man_cartwheeling:
🤸🏻‍♂️,man_cartwheeling:light_skin_tone,:man_cartwheeling:light_skin_tone:
🤸🏻‍♂,man_cartwheeling:light_skin_tone,:man_cartwheeling:light_skin_tone:
🤸🏼‍♂️,man_cartwheeling:medium-light_skin_tone,:man_cartwheeling:medium-light_skin_tone:
🤸🏼‍♂,man_cartwheeling:medium-light_skin_tone,:man_cartwheeling:medium-light_skin_tone:
🤸🏽‍♂️,man_cartwheeling:medium_skin_tone,:man_cartwheeling:medium_skin_tone:
🤸🏽‍♂,man_cartwheeling:medium_skin_tone,:man_cartwheeling:medium_skin_tone:
🤸🏾‍♂️,man_cartwheeling:medium-dark_skin_tone,:man_cartwheeling:medium-dark_skin_tone:
🤸🏾‍♂,man_cartwheeling:medium-dark_skin_tone,:man_cartwheeling:medium-dark_skin_tone:
🤸🏿‍♂️,man_cartwheeling:dark_skin_tone,:man_cartwheeling:dark_skin_tone:
🤸🏿‍♂,man_cartwheeling:dark_skin_tone,:man_cartwheeling:dark_skin_tone:
🤸‍♀️,woman_cartwheeling,:woman_cartwheeling:
🤸‍♀,woman_cartwheeling,:woman_cartwheeling:
🤸🏻‍♀️,woman_cartwheeling:light_skin_tone,:woman_cartwheeling:light_skin_tone:
🤸🏻‍♀,woman_cartwheeling:light_skin_tone,:woman_cartwheeling:light_skin_tone:
🤸🏼‍♀️,woman_cartwheeling:medium-light_skin_tone,:woman_cartwheeling:medium-light_skin_tone:
🤸🏼‍♀,woman_cartwheeling:medium-light_skin_tone,:woman_cartwheeling:medium-light_skin_tone:
🤸🏽‍♀️,woman_cartwheeling:medium_skin_tone,:woman_cartwheeling:medium_skin_tone:
🤸🏽‍♀,woman_cartwheeling:medium_skin_tone,:woman_cartwheeling:medium_skin_tone:
🤸🏾‍♀️,woman_cartwheeling:medium-dark_skin_tone,:woman_cartwheeling:medium-dark_skin_tone:
🤸🏾‍♀,woman_cartwheeling:medium-dark_skin_tone,:woman_cartwheeling:medium-dark_skin_tone:
🤸🏿‍♀️,woman_cartwheeling:dark_skin_tone,:woman_cartwheeling:dark_skin_tone:
🤸🏿‍♀,woman_cartwheeling:dark_skin_tone,:woman_cartwheeling:dark_skin_tone:
🤼,people_wrestling,:people_wrestling:
🤼‍♂️,men_wrestling,:men_wrestling:
🤼‍♂,men_wrestling,:men_wrestling:
🤼‍♀️,women_wrestling,:women_wrestling:
🤼‍♀,women_wrestling,:women_wrestling:
🤽,person_playing_water_polo,:person_playing_water_polo:
🤽🏻,person_playing_water_polo:light_skin_tone,:person_playing_water_polo:light_skin_tone:
🤽🏼,person_playing_water_polo:medium-light_skin_tone,:person_playing_water_polo:medium-light_skin_tone:
🤽🏽,person_playing_water_polo:medium_skin_tone,:person_playing_water_polo:medium_skin_tone:
🤽🏾,person_playing_water_polo:medium-dark_skin_tone,:person_playing_water_polo:medium-dark_skin_tone:
🤽🏿,person_playing_water_polo:dark_skin_tone,:person_playing_water_polo:dark_skin_tone:
🤽‍♂️,man_playing_water_polo,:man_playing_water_polo:
🤽‍♂,man_playing_water_polo,:man_playing_water_polo:
🤽🏻‍♂️,man_playing_water_polo:light_skin_tone,:man_playing_water_polo:light_skin_tone:
🤽🏻‍♂,man_playing_water_polo:light_skin_tone,:man_playing_water_polo:light_skin_tone:
🤽🏼‍♂️,man_playing_water_polo:medium-light_skin_tone,:man_playing_water_polo:medium-light_skin_tone:
🤽🏼‍♂,man_playing_water_polo:medium-light_skin_tone,:man_playing_water_polo:medium-light_skin_tone:
🤽🏽‍♂️,man_playing_water_polo:medium_skin_tone,:man_playing_water_polo:medium_skin_tone:
🤽🏽‍♂,man_playing_water_polo:medium_skin_tone,:man_playing_water_polo:medium_skin_tone:
🤽🏾‍♂️,man_playing_water_polo:medium-dark_skin_tone,:man_playing_water_polo:medium-dark_skin_tone:
🤽🏾‍♂,man_playing_water_polo:medium-dark_skin_tone,:man_playing_water_polo:medium-dark_skin_tone:
🤽🏿‍♂️,man_playing_water_polo:dark_skin_tone,:man_playing_water_polo:dark_skin_tone:
🤽🏿‍♂,man_playing_water_polo:dark_skin_tone,:man_playing_water_polo:dark_skin_tone:
🤽‍♀️,woman_playing_water_polo,:woman_playing_water_polo:
🤽‍♀,woman_playing_water_polo,:woman_playing_water_polo:
🤽🏻‍♀️,woman_playing_water_polo:light_skin_tone,:woman_playing_water_polo:light_skin_tone:
🤽🏻‍♀,woman_playing_water_polo:light_skin_tone,:woman_playing_water_polo:light_skin_tone:
🤽🏼‍♀️,woman_playing_water_polo:medium-light_skin_tone,:woman_playing_water_polo:medium-light_skin_tone:
🤽🏼‍♀,woman_playing_water_polo:medium-light_skin_tone,:woman_playing_water_polo:medium-light_skin_tone:
🤽🏽‍♀️,woman_playing_water_polo:medium_skin_tone,:woman_playing_water_polo:medium_skin_tone:
🤽🏽‍♀,woman_playing_water_polo:medium_skin_tone,:woman_playing_water_polo:medium_skin_tone:
🤽🏾‍♀️,woman_playing_water_polo:medium-dark_skin_tone,:woman_playing_water_polo:medium-dark_skin_tone:
🤽🏾‍♀,woman_playing_water_polo:medium-dark_skin_tone,:woman_playing_water_polo:medium-dark_skin_tone:
🤽🏿‍♀️,woman_playing_water_polo:dark_skin_tone,:woman_playing_water_polo:dark_skin_tone:
🤽🏿‍♀,woman_playing_water_polo:dark_skin_tone,:woman_playing_water_polo:dark_skin_tone:
🤾,person_playing_handball,:person_playing_handball:
🤾🏻,person_playing_handball:light_skin_tone,:person_playing_handball:light_skin_tone:
🤾🏼,person_playing_handball:medium-light_skin_tone,:person_playing_handball:medium-light_skin_tone:
🤾🏽,person_playing_handball:medium_skin_tone,:person_playing_handball:medium_skin_tone:
🤾🏾,person_playing_handball:medium-dark_skin_tone,:person_playing_handball:medium-dark_skin_tone:
🤾🏿,person_playing_handball:dark_skin_tone,:person_playing_handball:dark_skin_tone:
🤾‍♂️,man_playing_handball,:man_playing_handball:
🤾‍♂,man_playing_handball,:man_playing_handball:
🤾🏻‍♂️,man_playing_handball:light_skin_tone,:man_playing_handball:light_skin_tone:
🤾🏻‍♂,man_playing_handball:light_skin_tone,:man_playing_handball:light_skin_tone:
🤾🏼‍♂️,man_playing_handball:medium-light_skin_tone,:man_playing_handball:medium-light_skin_tone:
🤾🏼‍♂,man_playing_handball:medium-light_skin_tone,:man_playing_handball:medium-light_skin_tone:
🤾🏽‍♂️,man_playing_handball:medium_skin_tone,:man_playing_handball:medium_skin_tone:
🤾🏽‍♂,man_playing_handball:medium_skin_tone,:man_playing_handball:medium_skin_tone:
🤾🏾‍♂️,man_playing_handball:medium-dark_skin_tone,:man_playing_handball:medium-dark_skin_tone:
🤾🏾‍♂,man_playing_handball:medium-dark_skin_tone,:man_playing_handball:medium-dark_skin_tone:
🤾🏿‍♂️,man_playing_handball:dark_skin_tone,:man_playing_handball:dark_skin_tone:
🤾🏿‍♂,man_playing_handball:dark_skin_tone,:man_playing_handball:dark_skin_tone:
🤾‍♀️,woman_playing_handball,:woman_playing_handball:
🤾‍♀,woman_playing_handball,:woman_playing_handball:
🤾🏻‍♀️,woman_playing_handball:light_skin_tone,:woman_playing_handball:light_skin_tone:
🤾🏻‍♀,woman_playing_handball:light_skin_tone,:woman_playing_handball:light_skin_tone:
🤾🏼‍♀️,woman_playing_handball:medium-light_skin_tone,:woman_playing_handball:medium-light_skin_tone:
🤾🏼‍♀,woman_playing_handball:medium-light_skin_tone,:woman_playing_handball:medium-light_skin_tone:
🤾🏽‍♀️,woman_playing_handball:medium_skin_tone,:woman_playing_handball:medium_skin_tone:
🤾🏽‍♀,woman_playing_handball:medium_skin_tone,:woman_playing_handball:medium_skin_tone:
🤾🏾‍♀️,woman_playing_handball:medium-dark_skin_tone,:woman_playing_handball:medium-dark_skin_tone:
🤾🏾‍♀,woman_playing_handball:medium-dark_skin_tone,:woman_playing_handball:medium-dark_skin_tone:
🤾🏿‍♀️,woman_playing_handball:dark_skin_tone,:woman_playing_handball:dark_skin_tone:
🤾🏿‍♀,woman_playing_handball:dark_skin_tone,:woman_playing_handball:dark_skin_tone:
🤹,person_juggling,:person_juggling:
🤹🏻,person_juggling:light_skin_tone,:person_juggling:light_skin_tone:
🤹🏼,person_juggling:medium-light_skin_tone,:person_juggling:medium-light_skin_tone:
🤹🏽,person_juggling:medium_skin_tone,:person_juggling:medium_skin_tone:
🤹🏾,person_juggling:medium-dark_skin_tone,:person_juggling:medium-dark_skin_tone:
🤹🏿,person_juggling:dark_skin_tone,:person_juggling:dark_skin_tone:
🤹‍♂️,man_juggling,:man_juggling:
🤹‍♂,man_juggling,:man_juggling:
🤹🏻‍♂️,man_juggling:light_skin_tone,:man_juggling:light_skin_tone:
🤹🏻‍♂,man_juggling:light_skin_tone,:man_juggling:light_skin_tone:
🤹🏼‍♂️,man_juggling:medium-light_skin_tone,:man_juggling:medium-light_skin_tone:
🤹🏼‍♂,man_juggling:medium-light_skin_tone,:man_juggling:medium-light_skin_tone:
🤹🏽‍♂️,man_juggling:medium_skin_tone,:man_juggling:medium_skin_tone:
🤹🏽‍♂,man_juggling:medium_skin_tone,:man_juggling:medium_skin_tone:
🤹🏾‍♂️,man_juggling:medium-dark_skin_tone,:man_juggling:medium-dark_skin_tone:
🤹🏾‍♂,man_juggling:medium-dark_skin_tone,:man_juggling:medium-dark_skin_tone:
🤹🏿‍♂️,man_juggling:dark_skin_tone,:man_juggling:dark_skin_tone:
🤹🏿‍♂,man_juggling:dark_skin_tone,:man_juggling:dark_skin_tone:
🤹‍♀️,woman_juggling,:woman_juggling:
🤹‍♀,woman_juggling,:woman_juggling:
🤹🏻‍♀️,woman_juggling:light_skin_tone,:woman_juggling:light_skin_tone:
🤹🏻‍♀,woman_juggling:light_skin_tone,:woman_juggling:light_skin_tone:
🤹🏼‍♀️,woman_juggling:medium-light_skin_tone,:woman_juggling:medium-light_skin_tone:
🤹🏼‍♀,woman_juggling:medium-light_skin_tone,:woman_juggling:medium-light_skin_tone:
🤹🏽‍♀️,woman_juggling:medium_skin_tone,:woman_juggling:medium_skin_tone:
🤹🏽‍♀,woman_juggling:medium_skin_tone,:woman_juggling:medium_skin_tone:
🤹🏾‍♀️,woman_juggling:medium-dark_skin_tone,:woman_juggling:medium-dark_skin_tone:
🤹🏾‍♀,woman_juggling:medium-dark_skin_tone,:woman_juggling:medium-dark_skin_tone:
🤹🏿‍♀️,woman_juggling:dark_skin_tone,:woman_juggling:dark_skin_tone:
🤹🏿‍♀,woman_juggling:dark_skin_tone,:woman_juggling:dark_skin_tone:
👫,man_and_woman_holding_hands,:man_and_woman_holding_hands:
👬,two_men_holding_hands,:two_men_holding_hands:
👭,two_women_holding_hands,:two_women_holding_hands:
💏,kiss,:kiss:
👩‍❤️‍💋‍👨,kiss:woman_man,:kiss:woman_man:
👩‍❤‍💋‍👨,kiss:woman_man,:kiss:woman_man:
👨‍❤️‍💋‍👨,kiss:man_man,:kiss:man_man:
👨‍❤‍💋‍👨,kiss:man_man,:kiss:man_man:
👩‍❤️‍💋‍👩,kiss:woman_woman,:kiss:woman_woman:
👩‍❤‍💋‍👩,kiss:woman_woman,:kiss:woman_woman:
💑,couple_with_heart,:couple_with_heart:
👩‍❤️‍👨,couple_with_heart:woman_man,:couple_with_heart:woman_man:
👩‍❤‍👨,couple_with_heart:woman_man,:couple_with_heart:woman_man:
👨‍❤️‍👨,couple_with_heart:man_man,:couple_with_heart:man_man:
👨‍❤‍👨,couple_with_heart:man_man,:couple_with_heart:man_man:
👩‍❤️‍👩,couple_with_heart:woman_woman,:couple_with_heart:woman_woman:
👩‍❤‍👩,couple_with_heart:woman_woman,:couple_with_heart:woman_woman:
👪,family,:family:
👨‍👩‍👦,family:man_woman_boy,:family:man_woman_boy:
👨‍👩‍👧,family:man_woman_girl,:family:man_woman_girl:
👨‍👩‍👧‍👦,family:man_woman_girl_boy,:family:man_woman_girl_boy:
👨‍👩‍👦‍👦,family:man_woman_boy_boy,:family:man_woman_boy_boy:
👨‍👩‍👧‍👧,family:man_woman_girl_girl,:family:man_woman_girl_girl:
👨‍👨‍👦,family:man_man_boy,:family:man_man_boy:
👨‍👨‍👧,family:man_man_girl,:family:man_man_girl:
👨‍👨‍👧‍👦,family:man_man_girl_boy,:family:man_man_girl_boy:
👨‍👨‍👦‍👦,family:man_man_boy_boy,:family:man_man_boy_boy:
👨‍👨‍👧‍👧,family:man_man_girl_girl,:family:man_man_girl_girl:
👩‍👩‍👦,family:woman_woman_boy,:family:woman_woman_boy:
👩‍👩‍👧,family:woman_woman_girl,:family:woman_woman_girl:
👩‍👩‍👧‍👦,family:woman_woman_girl_boy,:family:woman_woman_girl_boy:
👩‍👩‍👦‍👦,family:woman_woman_boy_boy,:family:woman_woman_boy_boy:
👩‍👩‍👧‍👧,family:woman_woman_girl_girl,:family:woman_woman_girl_girl:
👨‍👦,family:man_boy,:family:man_boy:
👨‍👦‍👦,family:man_boy_boy,:family:man_boy_boy:
👨‍👧,family:man_girl,:family:man_girl:
👨‍👧‍👦,family:man_girl_boy,:family:man_girl_boy:
👨‍👧‍👧,family:man_girl_girl,:family:man_girl_girl:
👩‍👦,family:woman_boy,:family:woman_boy:
👩‍👦‍👦,family:woman_boy_boy,:family:woman_boy_boy:
👩‍👧,family:woman_girl,:family:woman_girl:
👩‍👧‍👦,family:woman_girl_boy,:family:woman_girl_boy:
👩‍👧‍👧,family:woman_girl_girl,:family:woman_girl_girl:
🤳,selfie,:selfie:
🤳🏻,selfie:light_skin_tone,:selfie:light_skin_tone:
🤳🏼,selfie:medium-light_skin_tone,:selfie:medium-light_skin_tone:
🤳🏽,selfie:medium_skin_tone,:selfie:medium_skin_tone:
🤳🏾,selfie:medium-dark_skin_tone,:selfie:medium-dark_skin_tone:
🤳🏿,selfie:dark_skin_tone,:selfie:dark_skin_tone:
💪,flexed_biceps,:flexed_biceps:
💪🏻,flexed_biceps:light_skin_tone,:flexed_biceps:light_skin_tone:
💪🏼,flexed_biceps:medium-light_skin_tone,:flexed_biceps:medium-light_skin_tone:
💪🏽,flexed_biceps:medium_skin_tone,:flexed_biceps:medium_skin_tone:
💪🏾,flexed_biceps:medium-dark_skin_tone,:flexed_biceps:medium-dark_skin_tone:
💪🏿,flexed_biceps:dark_skin_tone,:flexed_biceps:dark_skin_tone:
🦵,leg,:leg:
🦵🏻,leg:light_skin_tone,:leg:light_skin_tone:
🦵🏼,leg:medium-light_skin_tone,:leg:medium-light_skin_tone:
🦵🏽,leg:medium_skin_tone,:leg:medium_skin_tone:
🦵🏾,leg:medium-dark_skin_tone,:leg:medium-dark_skin_tone:
🦵🏿,leg:dark_skin_tone,:leg:dark_skin_tone:
🦶,foot,:foot:
🦶🏻,foot:light_skin_tone,:foot:light_skin_tone:
🦶🏼,foot:medium-light_skin_tone,:foot:medium-light_skin_tone:
🦶🏽,foot:medium_skin_tone,:foot:medium_skin_tone:
🦶🏾,foot:medium-dark_skin_tone,:foot:medium-dark_skin_tone:
🦶🏿,foot:dark_skin_tone,:foot:dark_skin_tone:
👈,backhand_index_pointing_left,:backhand_index_pointing_left:
👈🏻,backhand_index_pointing_left:light_skin_tone,:backhand_index_pointing_left:light_skin_tone:
👈🏼,backhand_index_pointing_left:medium-light_skin_tone,:backhand_index_pointing_left:medium-light_skin_tone:
👈🏽,backhand_index_pointing_left:medium_skin_tone,:backhand_index_pointing_left:medium_skin_tone:
👈🏾,backhand_index_pointing_left:medium-dark_skin_tone,:backhand_index_pointing_left:medium-dark_skin_tone:
👈🏿,backhand_index_pointing_left:dark_skin_tone,:backhand_index_pointing_left:dark_skin_tone:
👉,backhand_index_pointing_right,:backhand_index_pointing_right:
👉🏻,backhand_index_pointing_right:light_skin_tone,:backhand_index_pointing_right:light_skin_tone:
👉🏼,backhand_index_pointing_right:medium-light_skin_tone,:backhand_index_pointing_right:medium-light_skin_tone:
👉🏽,backhand_index_pointing_right:medium_skin_tone,:backhand_index_pointing_right:medium_skin_tone:
👉🏾,backhand_index_pointing_right:medium-dark_skin_tone,:backhand_index_pointing_right:medium-dark_skin_tone:
👉🏿,backhand_index_pointing_right:dark_skin_tone,:backhand_index_pointing_right:dark_skin_tone:
☝️,index_pointing_up,:index_pointing_up:
☝,index_pointing_up,:index_pointing_up:
☝🏻,index_pointing_up:light_skin_tone,:index_pointing_up:light_skin_tone:
☝🏼,index_pointing_up:medium-light_skin_tone,:index_pointing_up:medium-light_skin_tone:
☝🏽,index_pointing_up:medium_skin_tone,:index_pointing_up:medium_skin_tone:
☝🏾,index_pointing_up:medium-dark_skin_tone,:index_pointing_up:medium-dark_skin_tone:
☝🏿,index_pointing_up:dark_skin_tone,:index_pointing_up:dark_skin_tone:
👆,backhand_index_pointing_up,:backhand_index_pointing_up:
👆🏻,backhand_index_pointing_up:light_skin_tone,:backhand_index_pointing_up:light_skin_tone:
👆🏼,backhand_index_pointing_up:medium-light_skin_tone,:backhand_index_pointing_up:medium-light_skin_tone:
👆🏽,backhand_index_pointing_up:medium_skin_tone,:backhand_index_pointing_up:medium_skin_tone:
👆🏾,backhand_index_pointing_up:medium-dark_skin_tone,:backhand_index_pointing_up:medium-dark_skin_tone:
👆🏿,backhand_index_pointing_up:dark_skin_tone,:backhand_index_pointing_up:dark_skin_tone:
